ORIGIN,ORIGIN_CITY,AIRLINE,Year,flights,delayed,avg_delay,LATITUDE,LONGITUDE,connections,pct_delayed
AGS,Augusta,Envoy Air,2022,4,3,59.25,33.36996,-81.9645,"['MIA', 'ORD']",75.0
AGS,Augusta,PSA Airlines Inc.,2022,77,32,2.64,33.36996,-81.9645,['CLT'],41.55844155844156
AGS,Augusta,Republic Airline,2022,4,0,-21.5,33.36996,-81.9645,['LGA'],0.0
AGS,Augusta,SkyWest Airlines Inc.,2022,47,14,-3.6808510638297873,33.36996,-81.9645,['ATL'],29.78723404255319
AKN,King Salmon,Alaska Airlines Inc.,2022,26,14,18.52,58.6768,-156.64922,['ANC'],53.84615384615385
AKN,King Salmon,Horizon Air,2022,30,7,-2.5357142857142856,58.6768,-156.64922,['ANC'],23.333333333333332
ALB,Albany,Allegiant Air,2022,36,16,9.61111111111111,31.53552,-84.19447,"['MYR', 'BNA']",44.44444444444444
ALB,Albany,American Airlines Inc.,2022,194,60,10.104166666666666,31.53552,-84.19447,['CLT'],30.927835051546392
ALB,Albany,Delta Air Lines Inc.,2022,234,82,3.9217391304347826,31.53552,-84.19447,"['ATL', 'LGA']",35.04273504273504
ALB,Albany,Endeavor Air Inc.,2022,402,106,2.2460732984293195,31.53552,-84.19447,"['LGA', 'DTW']",26.368159203980102
ALB,Albany,Envoy Air,2022,258,74,-4.0310077519379846,31.53552,-84.19447,"['ORD', 'MIA']",28.68217054263566
ALB,Albany,Frontier Airlines Inc.,2022,44,16,11.333333333333334,31.53552,-84.19447,"['DEN', 'TPA', 'MCO', 'MIA']",36.36363636363637
ALB,Albany,JetBlue Airways,2022,66,36,22.28125,31.53552,-84.19447,['MCO'],54.54545454545454
ALB,Albany,PSA Airlines Inc.,2022,26,2,-10.333333333333334,31.53552,-84.19447,"['CLT', 'PHL']",7.6923076923076925
ALB,Albany,Republic Airline,2022,212,52,2.7653061224489797,31.53552,-84.19447,"['ORD', 'EWR', 'MIA']",24.528301886792452
ALB,Albany,SkyWest Airlines Inc.,2022,278,66,-7.470588235294118,31.53552,-84.19447,"['DTW', 'ORD']",23.741007194244602
ALB,Albany,Southwest Airlines Co.,2022,740,254,3.64756446991404,31.53552,-84.19447,"['BWI', 'MCO', 'MDW', 'DEN', 'TPA']",34.32432432432432
ALB,Albany,United Air Lines Inc.,2022,228,68,-5.035714285714286,31.53552,-84.19447,['ORD'],29.82456140350877
ALO,Waterloo,Envoy Air,2022,142,32,-2.9545454545454546,42.55708,-92.40034,['ORD'],22.535211267605636
AMA,Amarillo,Allegiant Air,2022,8,2,-5.571428571428571,35.21937,-101.70593,"['AZA', 'LAS']",25.0
AMA,Amarillo,SkyWest Airlines Inc.,2022,124,29,3.5528455284552845,35.21937,-101.70593,"['DEN', 'IAH']",23.387096774193548
AMA,Amarillo,Southwest Airlines Co.,2022,233,64,-2.3944954128440368,35.21937,-101.70593,"['AUS', 'DAL', 'DEN', 'LAS']",27.467811158798284
ANC,Anchorage,Alaska Airlines Inc.,2022,1528,578,2.492948287441236,61.17432,-149.99619,"['BET', 'JNU', 'SEA', 'OTZ', 'CDV', 'ORD', 'SCC', 'FAI', 'PHX', 'AKN', 'PDX', 'ADQ', 'OME', 'LAX', 'SFO', 'LAS', 'BRW', 'MSP', 'HNL', 'OGG', 'DLG', 'DEN', 'SLC']",37.82722513089005
ANC,Anchorage,American Airlines Inc.,2022,30,14,16.214285714285715,61.17432,-149.99619,['ORD'],46.666666666666664
ANC,Anchorage,Delta Air Lines Inc.,2022,216,53,-1.5674418604651164,61.17432,-149.99619,"['SEA', 'MSP', 'SLC', 'ATL']",24.537037037037038
ANC,Anchorage,Horizon Air,2022,244,88,4.991189427312776,61.17432,-149.99619,"['FAI', 'AKN', 'SEA', 'DLG', 'SCC']",36.0655737704918
ANC,Anchorage,United Air Lines Inc.,2022,141,73,31.87857142857143,61.17432,-149.99619,"['DEN', 'ORD', 'EWR', 'SFO', 'IAH']",51.77304964539007
APN,Alpena,SkyWest Airlines Inc.,2022,75,27,12.211267605633802,45.07807,-83.56029,"['DTW', 'CIU', 'PLN']",36.0
ASE,Aspen,SkyWest Airlines Inc.,2022,714,279,24.906009244992294,39.22316,-106.86885,"['IAH', 'DEN', 'ORD', 'ATL', 'LAX', 'SFO', 'PHX', 'AUS', 'SNA']",39.075630252100844
ATL,Atlanta,Alaska Airlines Inc.,2022,88,29,0.4069767441860465,33.64044,-84.42694,['SEA'],32.95454545454545
ATL,Atlanta,American Airlines Inc.,2022,497,150,7.255186721991701,33.64044,-84.42694,"['MIA', 'PHL', 'ORD', 'LAX', 'CLT', 'PHX']",30.181086519114686
ATL,Atlanta,Delta Air Lines Inc.,2022,20901,6829,2.840314899407134,33.64044,-84.42694,"['TLH', 'BHM', 'TPA', 'MYR', 'PHX', 'BNA', 'LAX', 'MCI', 'ORD', 'OKC', 'SEA', 'JFK', 'LEX', 'JAX', 'DEN', 'CMH', 'IAH', 'MLB', 'MCO', 'DAB', 'SAT', 'CLT', 'SLC', 'LGA', 'BUF', 'SYR', 'EYW', 'ATW', 'MSY', 'MDT', 'EWR', 'SFO', 'CAE', 'BWI', 'SAV', 'AVL', 'BZN', 'MIA', 'DAL', 'RIC', 'ABQ', 'MSP', 'PDX', 'BTR', 'CHA', 'TUL', 'MEM', 'SAN', 'CLE', 'VPS', 'LAS', 'TYS', 'IND', 'SDF', 'SNA', 'HSV', 'MOB', 'SJU', 'PIT', 'FSD', 'PVD', 'CHS', 'SMF', 'FAY', 'GEG', 'PNS', 'HPN', 'BOS', 'OMA', 'PWM', 'ORF', 'MKE', 'ONT', 'GNV', 'GRR', 'DAY', 'ICT', 'PHL', 'LIT', 'MSN', 'ALB', 'GSP', 'CHO', 'DTW', 'BTV', 'ELP', 'GRB', 'AUS', 'XNA', 'EVV', 'SGF', 'MDW', 'ANC', 'STT', 'DSM', 'HOU', 'TUS', 'BOI', 'ILM', 'SJC', 'PSP', 'EGE', 'ROC', 'STX', 'HNL', 'JAC', 'ROA', 'TVC', 'AGS', 'HDN', 'OGG']",32.6730778431654
ATL,Atlanta,Endeavor Air Inc.,2022,2807,784,2.9409647228221742,33.64044,-84.42694,"['MOB', 'LEX', 'MGM', 'GTR', 'CHO', 'BQK', 'TYS', 'EYW', 'FSD', 'ABY', 'SHV', 'LFT', 'MLU', 'ILM', 'CHA', 'HPN', 'XNA', 'DSM', 'AVL', 'SGF', 'DHN', 'AGS', 'AEX', 'CSG', 'GNV', 'FAY', 'VLD', 'ROA', 'EVV', 'BTR', 'MDT', 'FWA', 'MLI', 'CAE', 'SBN', 'DAY', 'VPS', 'TLH', 'MYR', 'BHM', 'MSY', 'HSV', 'TUL']",27.93017456359102
ATL,Atlanta,Envoy Air,2022,162,44,-3.7070063694267517,33.64044,-84.42694,"['MIA', 'ORD', 'CLT']",27.160493827160494
ATL,Atlanta,Frontier Airlines Inc.,2022,752,416,26.31275720164609,33.64044,-84.42694,"['EWR', 'CLE', 'BWI', 'PHX', 'SAT', 'SFO', 'ISP', 'MCO', 'DEN', 'LGA', 'LAS', 'PHL', 'SJU', 'PVD', 'TTN', 'TPA', 'MSY', 'MIA', 'DTW', 'MDW', 'BUF', 'IAH', 'ORD', 'SLC', 'ONT']",55.319148936170215
ATL,Atlanta,JetBlue Airways,2022,352,210,32.94721407624633,33.64044,-84.42694,"['JFK', 'BOS', 'EWR']",59.65909090909091
ATL,Atlanta,Mesa Airlines Inc.,2022,234,44,-7.385964912280702,33.64044,-84.42694,"['IAH', 'ORD']",18.803418803418804
ATL,Atlanta,PSA Airlines Inc.,2022,117,29,-2.5775862068965516,33.64044,-84.42694,"['CLT', 'PHL']",24.786324786324787
ATL,Atlanta,Republic Airline,2022,507,158,4.187368421052631,33.64044,-84.42694,"['PHL', 'LGA', 'EWR', 'ORD', 'CLT', 'LEX', 'MIA']",31.163708086785007
ATL,Atlanta,SkyWest Airlines Inc.,2022,630,241,12.452342487883683,33.64044,-84.42694,"['LFT', 'HPN', 'FWA', 'SBN', 'ORD', 'DEN', 'MLI', 'SGF', 'SHV', 'OKC', 'AGS', 'CHA', 'IAH', 'FAY', 'MOB', 'ASE', 'XNA', 'EVV', 'ROA', 'ILM']",38.25396825396825
ATL,Atlanta,Southwest Airlines Co.,2022,3095,1177,5.900900900900901,33.64044,-84.42694,"['DAL', 'OKC', 'LAS', 'MDW', 'MEM', 'MSY', 'AUS', 'HOU', 'CMH', 'MCO', 'LGA', 'RIC', 'MCI', 'DEN', 'LIT', 'IND', 'SDF', 'BWI', 'MIA', 'MYR', 'CLE', 'BNA', 'TPA', 'MKE', 'SAN', 'PHL', 'PHX', 'GSP', 'SAT', 'PIT', 'PNS', 'JAX', 'OMA', 'OAK']",38.02907915993538
ATL,Atlanta,Spirit Air Lines,2022,940,374,9.798694232861806,33.64044,-84.42694,"['MSP', 'ORD', 'DTW', 'LAS', 'BOS', 'BWI', 'EWR', 'MCO', 'PHL', 'LAX', 'TPA', 'MSY', 'IAH', 'MIA', 'CLE', 'ACY']",39.787234042553195
ATL,Atlanta,United Air Lines Inc.,2022,521,199,9.364356435643565,33.64044,-84.42694,"['ORD', 'EWR', 'SFO', 'IAH', 'DEN']",38.1957773512476
ATW,Appleton,Allegiant Air,2022,42,19,5.25,44.25741,-88.51948,"['DEN', 'AZA', 'LAS', 'BNA', 'SAV']",45.23809523809524
ATW,Appleton,Delta Air Lines Inc.,2022,34,13,-1.1818181818181819,44.25741,-88.51948,['ATL'],38.23529411764706
ATW,Appleton,Endeavor Air Inc.,2022,113,21,-1.5315315315315314,44.25741,-88.51948,"['DTW', 'MSP']",18.58407079646018
ATW,Appleton,Envoy Air,2022,169,61,5.329192546583851,44.25741,-88.51948,"['ORD', 'CLT']",36.09467455621302
ATW,Appleton,PSA Airlines Inc.,2022,11,0,-20.5,44.25741,-88.51948,['CLT'],0.0
ATW,Appleton,SkyWest Airlines Inc.,2022,134,48,13.473282442748092,44.25741,-88.51948,"['DTW', 'ORD', 'DEN', 'MSP']",35.82089552238806
AUS,Austin,Alaska Airlines Inc.,2022,356,129,0.15,30.19453,-97.66987,"['SEA', 'SJC', 'SAN', 'LAX', 'SFO', 'PDX']",36.235955056179776
AUS,Austin,Allegiant Air,2022,132,60,8.283464566929133,30.19453,-97.66987,"['TYS', 'FSD', 'SNA', 'SAN', 'GRR', 'MEM', 'BZN', 'PIT', 'AVL', 'DSM', 'IND', 'LAS', 'XNA', 'SDF', 'AMA', 'ABQ', 'SGF']",45.45454545454545
AUS,Austin,American Airlines Inc.,2022,1374,535,11.42672741078208,30.19453,-97.66987,"['MIA', 'LAX', 'CLT', 'SNA', 'SJU', 'PHL', 'DEN', 'LAS', 'TPA', 'ORD', 'BOS', 'MCO', 'JFK', 'PHX', 'JAX']",38.937409024745264
AUS,Austin,Delta Air Lines Inc.,2022,1098,324,3.7171903881700556,30.19453,-97.66987,"['SEA', 'ATL', 'BOS', 'DTW', 'JFK', 'SLC', 'LAX', 'MSP']",29.508196721311474
AUS,Austin,Envoy Air,2022,769,303,7.69119579500657,30.19453,-97.66987,"['MCI', 'ORD', 'RNO', 'BNA', 'ELP', 'JAX', 'IND', 'BZN', 'OKC', 'TUL', 'MSY', 'DEN', 'MIA', 'ABQ', 'TPA', 'PSP', 'VPS', 'AVL', 'SDF', 'AGS']",39.401820546163854
AUS,Austin,Frontier Airlines Inc.,2022,29,12,3.2857142857142856,30.19453,-97.66987,"['DEN', 'LAS']",41.37931034482759
AUS,Austin,Hawaiian Airlines Inc.,2022,12,9,33.666666666666664,30.19453,-97.66987,['HNL'],75.0
AUS,Austin,Horizon Air,2022,13,8,8.461538461538462,30.19453,-97.66987,['BOI'],61.53846153846154
AUS,Austin,JetBlue Airways,2022,192,88,24.902173913043477,30.19453,-97.66987,"['BOS', 'JFK', 'EWR', 'LAX']",45.83333333333333
AUS,Austin,Mesa Airlines Inc.,2022,120,28,-2.3666666666666667,30.19453,-97.66987,['IAH'],23.333333333333332
AUS,Austin,Republic Airline,2022,16,3,-8.066666666666666,30.19453,-97.66987,"['CLT', 'EWR', 'MCI', 'PHL']",18.75
AUS,Austin,SkyWest Airlines Inc.,2022,270,103,7.057251908396947,30.19453,-97.66987,"['LAX', 'IAH', 'SFO', 'DEN', 'SJC', 'TUL', 'SAN', 'ORD', 'SEA', 'ASE', 'PSP', 'OKC', 'ELP', 'EGE', 'PDX']",38.148148148148145
AUS,Austin,Southwest Airlines Co.,2022,3763,1638,8.949720670391061,30.19453,-97.66987,"['LAX', 'LAS', 'PHX', 'MDW', 'ELP', 'DAL', 'SJC', 'MIA', 'TUL', 'BNA', 'MCI', 'OAK', 'BWI', 'DEN', 'MSY', 'HOU', 'SNA', 'ONT', 'SAN', 'LGB', 'ABQ', 'ORD', 'AMA', 'IND', 'MCO', 'BUR', 'TPA', 'MSP', 'LBB', 'CHS', 'SLC', 'CMH', 'ATL', 'OKC', 'SMF', 'PIT', 'VPS', 'BOS']",43.529099123040126
AUS,Austin,Spirit Air Lines,2022,119,58,17.054054054054053,30.19453,-97.66987,"['MCO', 'LAS', 'EWR', 'LAX']",48.739495798319325
AUS,Austin,United Air Lines Inc.,2022,1204,351,2.8684210526315788,30.19453,-97.66987,"['IAH', 'DEN', 'SFO', 'EWR', 'ORD', 'LAX']",29.15282392026578
AVL,Asheville,Allegiant Air,2022,146,55,6.871428571428571,35.43619,-82.54181,"['MDW', 'BWI', 'LAS', 'BOS', 'DEN', 'EWR', 'AUS', 'MSP', 'EYW', 'HOU', 'VPS']",37.67123287671233
AVL,Asheville,American Airlines Inc.,2022,44,19,3.441860465116279,35.43619,-82.54181,['CLT'],43.18181818181818
AVL,Asheville,Delta Air Lines Inc.,2022,154,32,-6.169934640522876,35.43619,-82.54181,"['ATL', 'MSP']",20.77922077922078
AVL,Asheville,Endeavor Air Inc.,2022,125,44,24.03361344537815,35.43619,-82.54181,"['LGA', 'MSP', 'ATL']",35.199999999999996
AVL,Asheville,Envoy Air,2022,47,16,11.466666666666667,35.43619,-82.54181,"['MIA', 'ORD', 'AUS', 'CLT']",34.04255319148936
AVL,Asheville,JetBlue Airways,2022,8,6,37.375,35.43619,-82.54181,['BOS'],75.0
AVL,Asheville,PSA Airlines Inc.,2022,149,45,0.8859060402684564,35.43619,-82.54181,"['CLT', 'PHL']",30.201342281879196
AVL,Asheville,Republic Airline,2022,73,13,-1.375,35.43619,-82.54181,"['CLT', 'EWR', 'LGA', 'BOS', 'ORD', 'PHL']",17.80821917808219
AVL,Asheville,SkyWest Airlines Inc.,2022,60,20,0.07142857142857142,35.43619,-82.54181,['ORD'],33.33333333333333
AZA,Phoenix,Allegiant Air,2022,469,207,11.731868131868131,33.43417,-112.00806,"['GTF', 'ICT', 'GEG', 'HOU', 'DSM', 'FAR', 'ATW', 'SGF', 'IDA', 'MFR', 'GJT', 'BOI', 'SBN', 'BIL', 'BZN', 'FSD', 'MLI', 'LAS', 'BLI', 'AMA', 'MSO', 'SNA', 'RAP', 'GFK', 'MOT', 'GRR', 'PIA', 'GRI', 'EUG', 'SAN', 'XNA', 'OAK', 'SPI', 'FCA', 'FNT', 'OMA', 'SMX', 'FWA', 'TVC', 'TOL', 'MSP', 'TUL', 'PIT']",44.136460554371006
AZO,Kalamazoo,Endeavor Air Inc.,2022,99,21,7.0,42.23488,-85.55206,['DTW'],21.21212121212121
AZO,Kalamazoo,Envoy Air,2022,132,34,-2.984375,42.23488,-85.55206,['ORD'],25.757575757575758
BET,Bethel,Alaska Airlines Inc.,2022,63,34,9.936507936507937,60.77978,-161.838,['ANC'],53.96825396825397
BFL,Bakersfield,Envoy Air,2022,6,3,9.833333333333334,35.4336,-119.05677,['PHX'],50.0
BFL,Bakersfield,Mesa Airlines Inc.,2022,64,17,17.761904761904763,35.4336,-119.05677,['PHX'],26.5625
BFL,Bakersfield,SkyWest Airlines Inc.,2022,117,27,-0.6782608695652174,35.4336,-119.05677,"['DEN', 'PHX', 'SFO']",23.076923076923077
BGM,Binghamton,Endeavor Air Inc.,2022,41,8,-5.658536585365853,42.20848,-75.97961,['DTW'],19.51219512195122
BGR,Bangor,American Airlines Inc.,2022,11,3,-4.7272727272727275,44.80744,-68.82814,"['PHL', 'ORD']",27.27272727272727
BGR,Bangor,Endeavor Air Inc.,2022,314,77,0.5695364238410596,44.80744,-68.82814,"['JFK', 'LGA', 'BOS']",24.522292993630572
BGR,Bangor,Envoy Air,2022,32,4,-19.0625,44.80744,-68.82814,"['ORD', 'CLT']",12.5
BGR,Bangor,PSA Airlines Inc.,2022,64,19,5.112903225806452,44.80744,-68.82814,"['CLT', 'PHL']",29.6875
BGR,Bangor,Republic Airline,2022,86,24,-6.897435897435898,44.80744,-68.82814,"['EWR', 'ORD', 'PHL']",27.906976744186046
BGR,Bangor,SkyWest Airlines Inc.,2022,4,2,1.0,44.80744,-68.82814,['ORD'],50.0
BHM,Birmingham,American Airlines Inc.,2022,27,10,29.26923076923077,33.56294,-86.75355,['CLT'],37.03703703703704
BHM,Birmingham,Delta Air Lines Inc.,2022,270,56,-3.5303030303030303,33.56294,-86.75355,['ATL'],20.74074074074074
BHM,Birmingham,Endeavor Air Inc.,2022,115,36,11.321100917431192,33.56294,-86.75355,"['LGA', 'ATL', 'DTW']",31.30434782608696
BHM,Birmingham,Envoy Air,2022,146,40,-2.763888888888889,33.56294,-86.75355,"['MIA', 'ORD', 'CLT']",27.397260273972602
BHM,Birmingham,Mesa Airlines Inc.,2022,36,16,58.333333333333336,33.56294,-86.75355,['IAH'],44.44444444444444
BHM,Birmingham,PSA Airlines Inc.,2022,185,60,4.926966292134831,33.56294,-86.75355,"['CLT', 'PHL']",32.432432432432435
BHM,Birmingham,Republic Airline,2022,2,0,-16.0,33.56294,-86.75355,['ORD'],0.0
BHM,Birmingham,SkyWest Airlines Inc.,2022,160,55,6.414012738853503,33.56294,-86.75355,"['DEN', 'DTW', 'IAH', 'ORD']",34.375
BHM,Birmingham,Southwest Airlines Co.,2022,460,168,4.732426303854876,33.56294,-86.75355,"['DAL', 'MDW', 'TPA', 'BWI', 'DEN', 'LAS', 'HOU', 'MCO']",36.52173913043478
BIL,Billings,Allegiant Air,2022,27,19,15.814814814814815,45.80766,-108.54286,"['AZA', 'LAS']",70.37037037037037
BIL,Billings,Delta Air Lines Inc.,2022,60,14,12.288135593220339,45.80766,-108.54286,"['MSP', 'SLC']",23.333333333333332
BIL,Billings,Envoy Air,2022,15,5,7.933333333333334,45.80766,-108.54286,"['ORD', 'PHX']",33.33333333333333
BIL,Billings,Horizon Air,2022,83,35,8.08433734939759,45.80766,-108.54286,"['SEA', 'PDX']",42.168674698795186
BIL,Billings,Mesa Airlines Inc.,2022,2,2,60.5,45.80766,-108.54286,['PHX'],100.0
BIL,Billings,SkyWest Airlines Inc.,2022,133,28,-5.0,45.80766,-108.54286,"['MSP', 'SLC', 'DEN', 'PHX']",21.052631578947366
BIL,Billings,United Air Lines Inc.,2022,90,38,23.681818181818183,45.80766,-108.54286,['DEN'],42.22222222222222
BJI,Bemidji,SkyWest Airlines Inc.,2022,74,21,14.64864864864865,47.50942,-94.93372,"['MSP', 'BRD']",28.37837837837838
BLI,Bellingham,Allegiant Air,2022,98,20,-1.2708333333333333,48.79275,-122.53753,"['OAK', 'LAS', 'AZA', 'SAN', 'LAX', 'PSP']",20.408163265306122
BLI,Bellingham,Horizon Air,2022,191,53,0.5080213903743316,48.79275,-122.53753,['SEA'],27.748691099476442
BLI,Bellingham,Southwest Airlines Co.,2022,108,37,-2.981132075471698,48.79275,-122.53753,"['OAK', 'LAS']",34.25925925925926
BNA,Nashville,Alaska Airlines Inc.,2022,72,38,14.428571428571429,36.12448,-86.67818,['SEA'],52.77777777777778
BNA,Nashville,Allegiant Air,2022,166,90,20.51552795031056,36.12448,-86.67818,"['FSD', 'JAX', 'DSM', 'MDT', 'PIT', 'BZN', 'MLB', 'ROA', 'PIA', 'FAR', 'FNT', 'RIC', 'SYR', 'ATW', 'XNA', 'EYW', 'GRR', 'PVD', 'ALB']",54.21686746987952
BNA,Nashville,American Airlines Inc.,2022,504,151,8.028455284552846,36.12448,-86.67818,"['CLT', 'MIA', 'ORD', 'LAX', 'PHL', 'PHX', 'LGA']",29.96031746031746
BNA,Nashville,Delta Air Lines Inc.,2022,837,161,-3.4324324324324325,36.12448,-86.67818,"['MSP', 'DTW', 'ATL', 'SEA', 'SLC', 'LAX', 'BOS', 'LGA', 'EYW']",19.23536439665472
BNA,Nashville,Endeavor Air Inc.,2022,378,106,1.143646408839779,36.12448,-86.67818,"['LGA', 'JFK']",28.04232804232804
BNA,Nashville,Envoy Air,2022,239,77,2.417391304347826,36.12448,-86.67818,"['TPA', 'AUS', 'ORD', 'MIA']",32.21757322175732
BNA,Nashville,Frontier Airlines Inc.,2022,78,39,13.894736842105264,36.12448,-86.67818,"['DEN', 'MCO', 'LAS', 'PHL']",50.0
BNA,Nashville,JetBlue Airways,2022,400,177,18.254593175853017,36.12448,-86.67818,"['LGA', 'JFK', 'BOS']",44.25
BNA,Nashville,Mesa Airlines Inc.,2022,136,22,-8.476923076923077,36.12448,-86.67818,"['IAH', 'ORD']",16.176470588235293
BNA,Nashville,PSA Airlines Inc.,2022,101,37,5.969387755102041,36.12448,-86.67818,"['PHL', 'CLT']",36.633663366336634
BNA,Nashville,Republic Airline,2022,717,259,7.4678362573099415,36.12448,-86.67818,"['JFK', 'PHL', 'LGA', 'ORD', 'EWR', 'TPA', 'BOS', 'CLT', 'MIA']",36.122733612273365
BNA,Nashville,SkyWest Airlines Inc.,2022,729,209,5.018361581920904,36.12448,-86.67818,"['ORD', 'DEN', 'IAH', 'MSP', 'DTW']",28.669410150891633
BNA,Nashville,Southwest Airlines Co.,2022,4836,1668,3.2882049074472666,36.12448,-86.67818,"['ATL', 'CLE', 'MSP', 'VPS', 'SAV', 'IAH', 'PHX', 'SAT', 'MYR', 'PHL', 'MDW', 'CMH', 'CHS', 'DAL', 'TPA', 'OKC', 'BWI', 'MIA', 'MCO', 'LAS', 'AUS', 'LGA', 'PIT', 'BUR', 'ORD', 'LAX', 'DEN', 'MKE', 'HOU', 'MSY', 'DTW', 'MCI', 'JAX', 'BOS', 'ISP', 'SLC', 'CLT', 'PNS', 'SNA', 'LGB', 'OAK', 'SJC', 'SAN', 'ORF', 'HDN', 'SJU']",34.49131513647642
BNA,Nashville,Spirit Air Lines,2022,228,100,18.68807339449541,36.12448,-86.67818,"['LAX', 'EWR', 'PHL', 'LAS', 'MCO', 'LGA']",43.859649122807014
BNA,Nashville,United Air Lines Inc.,2022,368,136,3.6267409470752088,36.12448,-86.67818,"['IAH', 'EWR', 'DEN', 'ORD', 'SFO']",36.95652173913043
BOI,Boise,Alaska Airlines Inc.,2022,144,57,6.929078014184397,43.56444,-116.22278,"['SEA', 'PHX', 'LAX', 'SAN', 'PDX', 'LAS']",39.58333333333333
BOI,Boise,Allegiant Air,2022,27,20,16.40740740740741,43.56444,-116.22278,"['LAS', 'LAX', 'AZA', 'SNA']",74.07407407407408
BOI,Boise,American Airlines Inc.,2022,42,20,14.047619047619047,43.56444,-116.22278,['PHX'],47.61904761904761
BOI,Boise,Delta Air Lines Inc.,2022,199,57,3.446700507614213,43.56444,-116.22278,"['SLC', 'ATL', 'MSP']",28.643216080402013
BOI,Boise,Envoy Air,2022,32,11,3.375,43.56444,-116.22278,"['ORD', 'PHX']",34.375
BOI,Boise,Horizon Air,2022,695,247,5.843795620437956,43.56444,-116.22278,"['SEA', 'GEG', 'PDX', 'SFO', 'AUS', 'LAX', 'ORD', 'IDA', 'SMF', 'SAN', 'LAS', 'PHX', 'PSP']",35.539568345323744
