ORIGIN,ORIGIN_CITY,AIRLINE,Year,flights,delayed,avg_delay,LATITUDE,LONGITUDE,connections,pct_delayed
ACV,Arcata/Eureka,SkyWest Airlines Inc.,2020,113,15,0.9230769230769231,40.97812,-124.10862,"['LAX', 'SFO', 'DEN']",13.274336283185843
ACY,Atlantic City,Spirit Air Lines,2020,78,11,-1.96,39.45758,-74.57717,"['MCO', 'MYR', 'TPA', 'ATL']",14.102564102564102
ADQ,Kodiak,Alaska Airlines Inc.,2020,52,12,-2.326530612244898,57.74997,-152.49386,['ANC'],23.076923076923077
AEX,Alexandria,Endeavor Air Inc.,2020,83,12,-2.2564102564102564,31.32737,-92.54856,['ATL'],14.457831325301203
AEX,Alexandria,ExpressJet Airlines LLC d/b/a aha!,2020,76,14,-11.864864864864865,31.32737,-92.54856,['IAH'],18.421052631578945
AEX,Alexandria,SkyWest Airlines Inc.,2020,30,2,-18.4,31.32737,-92.54856,['IAH'],6.666666666666667
AGS,Augusta,Delta Air Lines Inc.,2020,26,2,-11.8,33.36996,-81.9645,['ATL'],7.6923076923076925
AGS,Augusta,Endeavor Air Inc.,2020,169,26,-8.901234567901234,33.36996,-81.9645,['ATL'],15.384615384615385
AGS,Augusta,PSA Airlines Inc.,2020,89,31,16.807692307692307,33.36996,-81.9645,['CLT'],34.831460674157306
AKN,King Salmon,Alaska Airlines Inc.,2020,19,10,0.5263157894736842,58.6768,-156.64922,"['ANC', 'DLG']",52.63157894736842
ALB,Albany,Allegiant Air,2020,8,0,-21.25,31.53552,-84.19447,['MYR'],0.0
ALB,Albany,American Airlines Inc.,2020,96,14,-9.097560975609756,31.53552,-84.19447,['CLT'],14.583333333333334
ALB,Albany,Delta Air Lines Inc.,2020,116,26,-9.096153846153847,31.53552,-84.19447,"['ATL', 'DTW']",22.413793103448278
ALB,Albany,Endeavor Air Inc.,2020,134,22,-5.878787878787879,31.53552,-84.19447,"['DTW', 'ATL']",16.417910447761194
ALB,Albany,Envoy Air,2020,144,20,-11.794117647058824,31.53552,-84.19447,['ORD'],13.88888888888889
ALB,Albany,ExpressJet Airlines LLC d/b/a aha!,2020,4,0,-25.0,31.53552,-84.19447,['EWR'],0.0
ALB,Albany,Frontier Airlines Inc.,2020,42,12,6.631578947368421,31.53552,-84.19447,"['MCO', 'DEN']",28.57142857142857
ALB,Albany,JetBlue Airways,2020,28,10,-7.454545454545454,31.53552,-84.19447,['MCO'],35.714285714285715
ALB,Albany,PSA Airlines Inc.,2020,26,6,8.833333333333334,31.53552,-84.19447,"['PHL', 'CLT']",23.076923076923077
ALB,Albany,Republic Airline,2020,100,12,-14.6,31.53552,-84.19447,"['CLT', 'ORD', 'PHL', 'EWR']",12.0
ALB,Albany,SkyWest Airlines Inc.,2020,240,64,-0.4807692307692308,31.53552,-84.19447,"['ORD', 'DTW']",26.666666666666668
ALB,Albany,Southwest Airlines Co.,2020,626,74,-11.622222222222222,31.53552,-84.19447,"['BWI', 'DEN', 'MDW', 'MCO', 'TPA']",11.821086261980831
ALB,Albany,United Air Lines Inc.,2020,68,12,-7.785714285714286,31.53552,-84.19447,['ORD'],17.647058823529413
ALO,Waterloo,Envoy Air,2020,114,26,7.1923076923076925,42.55708,-92.40034,['ORD'],22.807017543859647
AMA,Amarillo,ExpressJet Airlines LLC d/b/a aha!,2020,58,12,-14.0,35.21937,-101.70593,['IAH'],20.689655172413794
AMA,Amarillo,SkyWest Airlines Inc.,2020,27,5,-11.23076923076923,35.21937,-101.70593,"['DEN', 'IAH']",18.51851851851852
AMA,Amarillo,Southwest Airlines Co.,2020,121,9,-9.684684684684685,35.21937,-101.70593,"['DAL', 'LAS', 'HOU']",7.43801652892562
ANC,Anchorage,Alaska Airlines Inc.,2020,1078,245,-7.325141776937619,61.17432,-149.99619,"['SEA', 'OTZ', 'LAX', 'FAI', 'BRW', 'JNU', 'SCC', 'ORD', 'DLG', 'BET', 'OME', 'ADQ', 'PDX', 'OGG', 'CDV', 'HNL', 'PHX', 'AKN']",22.727272727272727
ANC,Anchorage,American Airlines Inc.,2020,18,4,-9.666666666666666,61.17432,-149.99619,['ORD'],22.22222222222222
ANC,Anchorage,Delta Air Lines Inc.,2020,160,32,-6.326923076923077,61.17432,-149.99619,"['SEA', 'MSP', 'SLC']",20.0
ANC,Anchorage,United Air Lines Inc.,2020,33,8,-12.03125,61.17432,-149.99619,"['DEN', 'ORD']",24.242424242424242
APN,Alpena,SkyWest Airlines Inc.,2020,66,5,-11.136363636363637,45.07807,-83.56029,"['DTW', 'PLN']",7.575757575757576
ASE,Aspen,SkyWest Airlines Inc.,2020,535,167,14.182590233545648,39.22316,-106.86885,"['DEN', 'SFO', 'SLC', 'ORD', 'LAX', 'PHX', 'IAH', 'MSP', 'ATL']",31.21495327102804
ATL,Atlanta,Alaska Airlines Inc.,2020,49,15,-8.333333333333334,33.64044,-84.42694,"['SEA', 'CHS']",30.612244897959183
ATL,Atlanta,American Airlines Inc.,2020,488,102,-4.204954954954955,33.64044,-84.42694,"['PHL', 'MIA', 'PHX', 'LAX', 'CLT', 'ORD', 'LGA']",20.901639344262296
ATL,Atlanta,Delta Air Lines Inc.,2020,14628,3594,-2.5373939306774056,33.64044,-84.42694,"['MSY', 'BHM', 'SLC', 'PHL', 'CLE', 'ABQ', 'SAN', 'MKE', 'LGA', 'GSP', 'DEN', 'OKC', 'SAV', 'HSV', 'SAT', 'EYW', 'ELP', 'JFK', 'DTW', 'MIA', 'IAH', 'RIC', 'GRR', 'BUF', 'JAX', 'TUL', 'SDF', 'TLH', 'MEM', 'SFO', 'BNA', 'SYR', 'PHX', 'LAX', 'MCO', 'SMF', 'EWR', 'TPA', 'CHA', 'MSP', 'BOS', 'CHS', 'PIT', 'TYS', 'MCI', 'ORF', 'ORD', 'PDX', 'CLT', 'OMA', 'AUS', 'ILM', 'SJU', 'DAL', 'LAS', 'BWI', 'SEA', 'VPS', 'TUS', 'ONT', 'MSN', 'CMH', 'ALB', 'MLB', 'BTV', 'STX', 'LEX', 'PNS', 'ICT', 'CAK', 'IND', 'DSM', 'MYR', 'CAE', 'PWM', 'MDW', 'DAB', 'XNA', 'HPN', 'ROC', 'LIT', 'DAY', 'LFT', 'HDN', 'FAR', 'PSP', 'STT', 'SNA', 'HNL', 'AGS', 'CHO', 'SJC', 'AVL', 'HOU', 'MDT', 'FNT', 'MOB', 'PVD', 'EGE', 'ATW', 'GEG', 'GNV', 'BUR', 'JAC', 'COS', 'FAY', 'BZN', 'FSD', 'MHT', 'ROA', 'BOI', 'RNO', 'GRB', 'ANC']",24.56931911402789
ATL,Atlanta,Endeavor Air Inc.,2020,4217,737,-4.461182769530299,33.64044,-84.42694,"['MOB', 'XNA', 'AGS', 'EVV', 'GTR', 'FAY', 'RST', 'AEX', 'TYS', 'AVL', 'VLD', 'LIT', 'BTR', 'DHN', 'HPN', 'SGF', 'MLI', 'SHV', 'CHO', 'MGM', 'CAE', 'TLH', 'FWA', 'SBN', 'HOU', 'HSV', 'DAY', 'BQK', 'CHA', 'ATW', 'ILM', 'FNT', 'GRB', 'CSG', 'LEX', 'CAK', 'MYR', 'LFT', 'GNV', 'ABY', 'VPS', 'BHM', 'ROA', 'DAL', 'SDF', 'GSP', 'MDT', 'FSM', 'OMA', 'DSM', 'TUL', 'EYW', 'MLB', 'BTV', 'ICT', 'MLU', 'MSN', 'OKC', 'PIA', 'SAV', 'MDW', 'CHS', 'LNK', 'PIT', 'ALB', 'CLT', 'MCI']",17.476879298079204
ATL,Atlanta,Envoy Air,2020,12,0,-17.166666666666668,33.64044,-84.42694,['ORD'],0.0
ATL,Atlanta,ExpressJet Airlines LLC d/b/a aha!,2020,90,10,-12.923076923076923,33.64044,-84.42694,"['IAH', 'ORD']",11.11111111111111
ATL,Atlanta,Frontier Airlines Inc.,2020,266,56,-5.513833992094861,33.64044,-84.42694,"['LAS', 'MIA', 'TTN', 'DEN', 'MCO', 'EWR', 'LGA', 'TPA', 'SJU', 'PHL', 'LAX', 'SFO', 'SLC']",21.052631578947366
ATL,Atlanta,JetBlue Airways,2020,169,37,-3.5988023952095807,33.64044,-84.42694,"['BOS', 'JFK', 'MCO']",21.893491124260358
ATL,Atlanta,Mesa Airlines Inc.,2020,146,44,-7.575342465753424,33.64044,-84.42694,['IAH'],30.136986301369863
ATL,Atlanta,PSA Airlines Inc.,2020,114,22,-4.289719626168225,33.64044,-84.42694,['CLT'],19.298245614035086
ATL,Atlanta,Republic Airline,2020,526,114,-4.917338709677419,33.64044,-84.42694,"['CLT', 'EWR', 'MLB', 'PHL', 'LGA', 'SDF', 'LEX', 'ORD', 'EYW', 'GSP', 'MIA', 'XNA', 'IAH', 'TLH', 'CAE', 'DEN', 'IND', 'MCI', 'MDW']",21.673003802281368
ATL,Atlanta,SkyWest Airlines Inc.,2020,835,205,1.7373096446700507,33.64044,-84.42694,"['ASE', 'FAY', 'PIA', 'ABY', 'ILM', 'GTR', 'MLU', 'DEN', 'BQK', 'MOB', 'IAH', 'DHN', 'SBN', 'ROA', 'VLD', 'ORD', 'MGM', 'CSG', 'FWA', 'GRB', 'FSM', 'GNV', 'SHV', 'CHA', 'AGS']",24.550898203592812
ATL,Atlanta,Southwest Airlines Co.,2020,3079,483,-7.610471204188482,33.64044,-84.42694,"['DAL', 'GSP', 'HOU', 'MDW', 'MCI', 'PHX', 'SAT', 'LGA', 'AUS', 'CMH', 'JAX', 'RIC', 'CLE', 'MCO', 'DEN', 'MSY', 'PHL', 'BNA', 'TPA', 'MEM', 'BWI', 'PIT', 'IND', 'LIT', 'LAX', 'LAS', 'OAK', 'SDF', 'MKE', 'OKC', 'SAN', 'OMA']",15.686911334848977
ATL,Atlanta,Spirit Air Lines,2020,530,145,-1.765267175572519,33.64044,-84.42694,"['DTW', 'AUS', 'MSP', 'LAS', 'TPA', 'MCO', 'MSY', 'CLE', 'LAX', 'IAH', 'EWR', 'PHL', 'ORD', 'BWI', 'BOS', 'ACY']",27.358490566037734
ATL,Atlanta,United Air Lines Inc.,2020,273,54,-7.147286821705427,33.64044,-84.42694,"['EWR', 'IAH', 'DEN', 'ORD', 'SFO']",19.78021978021978
ATW,Appleton,Allegiant Air,2020,22,6,-3.411764705882353,44.25741,-88.51948,"['BNA', 'AZA', 'LAS']",27.27272727272727
ATW,Appleton,Delta Air Lines Inc.,2020,13,4,9.0,44.25741,-88.51948,['ATL'],30.76923076923077
ATW,Appleton,Endeavor Air Inc.,2020,121,14,-10.042016806722689,44.25741,-88.51948,"['ATL', 'MSP', 'DTW']",11.570247933884298
ATW,Appleton,Envoy Air,2020,142,34,-8.084507042253522,44.25741,-88.51948,['ORD'],23.943661971830984
ATW,Appleton,Republic Airline,2020,7,1,-13.571428571428571,44.25741,-88.51948,['CLT'],14.285714285714285
ATW,Appleton,SkyWest Airlines Inc.,2020,59,9,-12.120689655172415,44.25741,-88.51948,"['DTW', 'MSP']",15.254237288135593
AUS,Austin,Alaska Airlines Inc.,2020,143,40,-6.2700729927007295,30.19453,-97.66987,"['SJC', 'SEA', 'SFO', 'PDX', 'SAN']",27.972027972027973
AUS,Austin,Allegiant Air,2020,39,8,-3.1379310344827585,30.19453,-97.66987,"['LAS', 'MEM', 'PIT', 'ABQ', 'DSM', 'VPS', 'AVL', 'IND', 'GRR', 'TYS']",20.51282051282051
AUS,Austin,American Airlines Inc.,2020,492,82,-5.458874458874459,30.19453,-97.66987,"['PHL', 'ORD', 'MIA', 'PHX', 'CLT', 'LAX', 'JFK']",16.666666666666664
AUS,Austin,Delta Air Lines Inc.,2020,535,104,-5.780876494023905,30.19453,-97.66987,"['MSP', 'ATL', 'LAX', 'DTW', 'SEA', 'BOS', 'SLC', 'JFK']",19.439252336448597
AUS,Austin,Envoy Air,2020,10,2,-5.0,30.19453,-97.66987,['ORD'],20.0
AUS,Austin,ExpressJet Airlines LLC d/b/a aha!,2020,4,0,-18.0,30.19453,-97.66987,['IAH'],0.0
AUS,Austin,Frontier Airlines Inc.,2020,86,17,-7.595238095238095,30.19453,-97.66987,"['SLC', 'LAS', 'DEN', 'MCO', 'ONT', 'MSY', 'SAN', 'SFO']",19.767441860465116
AUS,Austin,JetBlue Airways,2020,145,19,-11.423357664233576,30.19453,-97.66987,"['JFK', 'MCO', 'BOS', 'LGB', 'EWR', 'LAX']",13.10344827586207
AUS,Austin,Mesa Airlines Inc.,2020,140,52,-0.39705882352941174,30.19453,-97.66987,['IAH'],37.142857142857146
AUS,Austin,Republic Airline,2020,95,11,-14.610526315789473,30.19453,-97.66987,"['MIA', 'IAH', 'ORD', 'EWR', 'CLT', 'DEN']",11.578947368421053
AUS,Austin,SkyWest Airlines Inc.,2020,85,22,-4.523809523809524,30.19453,-97.66987,"['SFO', 'MSP', 'DEN', 'LAX', 'SAN', 'SEA', 'ORD', 'SJC']",25.882352941176475
AUS,Austin,Southwest Airlines Co.,2020,1735,245,-8.720100187852223,30.19453,-97.66987,"['BNA', 'DAL', 'LAS', 'SAN', 'MDW', 'LAX', 'BWI', 'MCO', 'PHX', 'MSY', 'DEN', 'ATL', 'HOU', 'OAK', 'LGB', 'TPA', 'MCI', 'SJC', 'LBB', 'ABQ', 'SMF', 'ELP', 'SLC']",14.121037463976945
AUS,Austin,Spirit Air Lines,2020,192,36,-3.6613756613756614,30.19453,-97.66987,"['ATL', 'LAX', 'EWR', 'DTW', 'ORD', 'LAS', 'DEN', 'MCO', 'BWI', 'MSY', 'ACY']",18.75
AUS,Austin,United Air Lines Inc.,2020,524,86,-5.302771855010661,30.19453,-97.66987,"['DEN', 'IAH', 'ORD', 'EWR', 'LAX', 'SFO']",16.412213740458014
AVL,Asheville,Allegiant Air,2020,59,12,-4.925925925925926,35.43619,-82.54181,"['BOS', 'BWI', 'EWR', 'DEN', 'AUS', 'MDW', 'HOU']",20.33898305084746
AVL,Asheville,Delta Air Lines Inc.,2020,20,5,-3.1052631578947367,35.43619,-82.54181,['ATL'],25.0
AVL,Asheville,Endeavor Air Inc.,2020,143,31,-6.115107913669065,35.43619,-82.54181,['ATL'],21.678321678321677
AVL,Asheville,Envoy Air,2020,22,10,6.888888888888889,35.43619,-82.54181,['CLT'],45.45454545454545
AVL,Asheville,ExpressJet Airlines LLC d/b/a aha!,2020,1,1,17.0,35.43619,-82.54181,['EWR'],100.0
AVL,Asheville,PSA Airlines Inc.,2020,171,54,-2.40251572327044,35.43619,-82.54181,"['CLT', 'PHL']",31.57894736842105
AVL,Asheville,Republic Airline,2020,30,7,-7.576923076923077,35.43619,-82.54181,"['CLT', 'PHL', 'LGA']",23.333333333333332
AVL,Asheville,SkyWest Airlines Inc.,2020,54,18,9.375,35.43619,-82.54181,['ORD'],33.33333333333333
AVL,Asheville,Spirit Air Lines,2020,6,1,-6.8,35.43619,-82.54181,['MCO'],16.666666666666664
AZA,Phoenix,Allegiant Air,2020,372,122,1.1531531531531531,33.43417,-112.00806,"['MOT', 'DSM', 'ATW', 'MLI', 'FCA', 'SBN', 'FSD', 'MSO', 'TVC', 'BZN', 'BOI', 'OAK', 'BLI', 'FAR', 'GJT', 'OMA', 'ICT', 'XNA', 'RAP', 'PIA', 'SGF', 'GTF', 'GRI', 'EUG', 'LAS', 'MEM', 'BIL', 'IDA', 'GRR', 'MFR', 'FWA', 'GFK', 'SMX']",32.795698924731184
AZO,Kalamazoo,Endeavor Air Inc.,2020,39,5,-7.487179487179487,42.23488,-85.55206,"['DTW', 'MSP']",12.82051282051282
AZO,Kalamazoo,Envoy Air,2020,86,20,6.282051282051282,42.23488,-85.55206,['ORD'],23.25581395348837
AZO,Kalamazoo,ExpressJet Airlines LLC d/b/a aha!,2020,24,2,-20.583333333333332,42.23488,-85.55206,['ORD'],8.333333333333332
AZO,Kalamazoo,SkyWest Airlines Inc.,2020,97,16,-7.944444444444445,42.23488,-85.55206,"['DTW', 'ORD', 'MSP']",16.49484536082474
BET,Bethel,Alaska Airlines Inc.,2020,54,27,13.057692307692308,60.77978,-161.838,['ANC'],50.0
BFL,Bakersfield,Mesa Airlines Inc.,2020,48,14,7.130434782608695,35.4336,-119.05677,['PHX'],29.166666666666668
BFL,Bakersfield,SkyWest Airlines Inc.,2020,117,25,3.247787610619469,35.4336,-119.05677,"['SFO', 'PHX', 'DEN']",21.367521367521366
BFM,Mobile,Frontier Airlines Inc.,2020,5,1,5.0,30.69142,-88.24283,"['DEN', 'MCO']",20.0
BGM,Binghamton,Endeavor Air Inc.,2020,6,1,-7.2,42.20848,-75.97961,['DTW'],16.666666666666664
BGM,Binghamton,SkyWest Airlines Inc.,2020,47,14,38.723404255319146,42.20848,-75.97961,['DTW'],29.78723404255319
BGR,Bangor,Endeavor Air Inc.,2020,68,12,8.583333333333334,44.80744,-68.82814,"['LGA', 'JFK', 'DTW']",17.647058823529413
BGR,Bangor,Envoy Air,2020,2,0,-29.0,44.80744,-68.82814,['LGA'],0.0
BGR,Bangor,PSA Airlines Inc.,2020,72,17,2.4776119402985075,44.80744,-68.82814,"['PHL', 'CLT']",23.61111111111111
BGR,Bangor,Republic Airline,2020,19,4,-4.894736842105263,44.80744,-68.82814,"['ORD', 'LGA', 'CLT']",21.052631578947366
BGR,Bangor,SkyWest Airlines Inc.,2020,30,6,-12.0,44.80744,-68.82814,['ORD'],20.0
BHM,Birmingham,Delta Air Lines Inc.,2020,207,37,-6.436548223350254,33.56294,-86.75355,['ATL'],17.874396135265698
BHM,Birmingham,Endeavor Air Inc.,2020,33,6,2.76,33.56294,-86.75355,"['ATL', 'LGA']",18.181818181818183
BHM,Birmingham,Envoy Air,2020,107,36,-4.685714285714286,33.56294,-86.75355,"['MIA', 'ORD']",33.64485981308411
BHM,Birmingham,ExpressJet Airlines LLC d/b/a aha!,2020,74,8,-15.151515151515152,33.56294,-86.75355,"['ORD', 'IAH']",10.81081081081081
BHM,Birmingham,Mesa Airlines Inc.,2020,88,16,-10.142857142857142,33.56294,-86.75355,['IAH'],18.181818181818183
BHM,Birmingham,PSA Airlines Inc.,2020,214,64,6.463414634146342,33.56294,-86.75355,"['CLT', 'PHL']",29.906542056074763
BHM,Birmingham,Republic Airline,2020,28,5,2.857142857142857,33.56294,-86.75355,"['MIA', 'IAH', 'DEN', 'ORD', 'LGA', 'CLT']",17.857142857142858
BHM,Birmingham,SkyWest Airlines Inc.,2020,205,68,6.051546391752577,33.56294,-86.75355,"['LGA', 'ORD', 'DTW', 'DEN', 'IAH']",33.170731707317074
BHM,Birmingham,Southwest Airlines Co.,2020,331,46,-6.27906976744186,33.56294,-86.75355,"['MDW', 'BWI', 'DAL', 'LAS', 'MCO', 'HOU', 'DEN', 'TPA']",13.897280966767372
BIL,Billings,Allegiant Air,2020,34,8,-7.741935483870968,45.80766,-108.54286,"['AZA', 'LAS', 'LAX', 'SAN']",23.52941176470588
BIL,Billings,Delta Air Lines Inc.,2020,37,8,-3.4722222222222223,45.80766,-108.54286,"['SLC', 'MSP']",21.62162162162162
BIL,Billings,Frontier Airlines Inc.,2020,5,2,16.8,45.80766,-108.54286,['DEN'],40.0
BIL,Billings,SkyWest Airlines Inc.,2020,135,28,-4.446969696969697,45.80766,-108.54286,"['SLC', 'DEN', 'MSP', 'PHX']",20.74074074074074
BIL,Billings,United Air Lines Inc.,2020,55,18,5.943396226415095,45.80766,-108.54286,['DEN'],32.72727272727273
BJI,Bemidji,SkyWest Airlines Inc.,2020,75,7,-4.273972602739726,47.50942,-94.93372,['MSP'],9.333333333333334
BLI,Bellingham,Allegiant Air,2020,89,18,1.8428571428571427,48.79275,-122.53753,"['PSP', 'LAS', 'SAN', 'LAX', 'OAK', 'AZA', 'TUS', 'ANC']",20.224719101123593
BNA,Nashville,Alaska Airlines Inc.,2020,57,23,4.363636363636363,36.12448,-86.67818,['SEA'],40.35087719298245
BNA,Nashville,Allegiant Air,2020,88,21,2.863013698630137,36.12448,-86.67818,"['FNT', 'GRR', 'MYR', 'DSM', 'SYR', 'BZN', 'RIC', 'PIA', 'PIT', 'VPS', 'XNA', 'CLE', 'ATW', 'FAR', 'SAV', 'TUL', 'FSD', 'MDT']",23.863636363636363
BNA,Nashville,American Airlines Inc.,2020,311,63,-7.801393728222997,36.12448,-86.67818,"['CLT', 'PHL', 'ORD', 'MIA', 'LAX', 'PHX']",20.257234726688104
BNA,Nashville,Delta Air Lines Inc.,2020,431,82,-3.8020050125313283,36.12448,-86.67818,"['MSP', 'DTW', 'ATL', 'SLC', 'SEA', 'LAX', 'JFK']",19.02552204176334
BNA,Nashville,Endeavor Air Inc.,2020,162,24,-7.421052631578948,36.12448,-86.67818,"['DTW', 'JFK', 'LGA', 'BOS', 'MSP', 'MCO']",14.814814814814813
BNA,Nashville,Envoy Air,2020,94,14,-4.309523809523809,36.12448,-86.67818,"['JFK', 'ORD']",14.893617021276595
BNA,Nashville,ExpressJet Airlines LLC d/b/a aha!,2020,81,19,-1.986842105263158,36.12448,-86.67818,"['ORD', 'EWR', 'IAH']",23.456790123456788
BNA,Nashville,Frontier Airlines Inc.,2020,61,10,-14.056603773584905,36.12448,-86.67818,"['DEN', 'MCO', 'PHL', 'LAS']",16.39344262295082
BNA,Nashville,JetBlue Airways,2020,30,3,-12.222222222222221,36.12448,-86.67818,"['BOS', 'JFK']",10.0
BNA,Nashville,Mesa Airlines Inc.,2020,38,4,-12.3125,36.12448,-86.67818,['IAH'],10.526315789473683
BNA,Nashville,PSA Airlines Inc.,2020,53,21,38.06382978723404,36.12448,-86.67818,"['PHL', 'CLT']",39.62264150943396
BNA,Nashville,Republic Airline,2020,429,70,-8.895377128953772,36.12448,-86.67818,"['BOS', 'ORD', 'PHL', 'EWR', 'DTW', 'LGA', 'IAH', 'CLT', 'DEN', 'JFK', 'MIA']",16.317016317016318
BNA,Nashville,SkyWest Airlines Inc.,2020,654,121,-7.664576802507837,36.12448,-86.67818,"['DEN', 'IAH', 'MSP', 'LGA', 'ORD', 'DTW']",18.501529051987767
BNA,Nashville,Southwest Airlines Co.,2020,3479,627,-6.838630052452946,36.12448,-86.67818,"['ATL', 'DEN', 'DAL', 'LAS', 'BOS', 'CLE', 'BWI', 'TPA', 'AUS', 'MKE', 'MCI', 'MCO', 'OKC', 'PNS', 'MSY', 'HOU', 'LGA', 'PHX', 'SAT', 'JAX', 'DTW', 'CMH', 'MSP', 'MDW', 'SAN', 'PHL', 'LAX', 'PIT', 'SJC', 'CHS', 'OAK', 'CLT', 'ORF', 'SLC', 'SNA', 'BUF', 'OMA']",18.02242023569991
BNA,Nashville,Spirit Air Lines,2020,125,23,-7.24793388429752,36.12448,-86.67818,"['TPA', 'LAX', 'MCO', 'AUS', 'LAS', 'MSY', 'EWR', 'BWI']",18.4
BNA,Nashville,United Air Lines Inc.,2020,127,23,-7.831858407079646,36.12448,-86.67818,"['EWR', 'IAH', 'DEN', 'SFO', 'ORD']",18.11023622047244
BOI,Boise,Alaska Airlines Inc.,2020,40,15,0.02702702702702703,43.56444,-116.22278,['SEA'],37.5
BOI,Boise,Allegiant Air,2020,34,12,22.516129032258064,43.56444,-116.22278,"['PSP', 'LAS', 'AZA', 'LAX']",35.294117647058826
BOI,Boise,American Airlines Inc.,2020,27,11,0.16,43.56444,-116.22278,['PHX'],40.74074074074074
BOI,Boise,Delta Air Lines Inc.,2020,107,28,0.8269230769230769,43.56444,-116.22278,"['SLC', 'MSP', 'ATL']",26.168224299065418
BOI,Boise,Envoy Air,2020,10,0,-13.6,43.56444,-116.22278,['ORD'],0.0
BOI,Boise,Mesa Airlines Inc.,2020,14,8,4.571428571428571,43.56444,-116.22278,['PHX'],57.14285714285714
BOI,Boise,SkyWest Airlines Inc.,2020,954,180,-4.81615302869288,43.56444,-116.22278,"['SEA', 'PHX', 'PDX', 'SLC', 'LAX', 'SAN', 'SFO', 'ORD', 'IAH', 'GEG', 'DEN', 'MSP', 'SJC', 'SMF', 'PSP']",18.867924528301888
BOI,Boise,Southwest Airlines Co.,2020,344,57,-7.780185758513932,43.56444,-116.22278,"['SJC', 'SMF', 'SAN', 'LAS', 'OAK', 'DEN', 'PHX', 'GEG']",16.569767441860463
BOI,Boise,United Air Lines Inc.,2020,58,14,-3.327272727272727,43.56444,-116.22278,"['DEN', 'ORD']",24.137931034482758
BOS,Boston,Alaska Airlines Inc.,2020,161,34,-15.295302013422818,42.36435,-71.00518,"['SEA', 'SFO', 'PDX', 'SAN', 'LAX']",21.11801242236025
BOS,Boston,Allegiant Air,2020,9,3,51.5,42.36435,-71.00518,"['AVL', 'VPS', 'TYS', 'GRR']",33.33333333333333
BOS,Boston,American Airlines Inc.,2020,1222,199,-11.409865470852019,42.36435,-71.00518,"['LGA', 'MIA', 'CLT', 'PHX', 'ORD', 'JFK', 'PHL', 'LAX']",16.284779050736496
